date,value
2010-03-12,0.08
2010-03-13,0.09
2010-03-13,0.08
2010-03-13,0.07
2010-03-13,0.08
2010-03-13,0.09
2010-03-14,0.08
2010-03-14,0.07
2010-03-14,0.08
2010-03-14,0.09
2010-03-15,0.08
2010-03-15,0.07
2010-03-15,0.08
2010-03-15,0.09
2010-03-15,0.1
2010-03-16,0.11
2010-03-16,0.09
2010-03-16,0.1
2010-03-16,0.12
2010-03-16,0.11
2010-03-16,0.12
2010-03-17,0.11
2010-03-17,0.12
2010-03-17,0.11
2010-03-18,0.12
2010-03-18,0.11
2010-03-18,0.1
2010-03-18,0.09
2010-03-18,0.1
2010-03-18,0.11
2010-03-18,0.1
2010-03-18,0.11
2010-03-19,0.12
2010-03-19,0.11
2010-03-19,0.1
2010-03-19,0.11
2010-03-19,0.12
2010-03-20,0.11
2010-03-20,0.1
2010-03-20,0.09
2010-03-20,0.1
2010-03-21,0.11
2010-03-21,0.12
2010-03-21,0.11
2010-03-21,0.1
2010-03-21,0.11
2010-03-22,0.12
2010-03-22,0.13
2010-03-22,0.12
2010-03-22,0.11
2010-03-22,0.1
2010-03-22,0.11
2010-03-22,0.12
2010-03-22,0.13
2010-03-23,0.12
2010-03-23,0.11
2010-03-23,0.1
2010-03-23,0.11
2010-03-23,0.12
2010-03-23,0.11
2010-03-23,0.12
2010-03-24,0.11
2010-03-24,0.12
2010-03-24,0.11
2010-03-24,0.1
2010-03-24,0.12
2010-03-25,0.13
2010-03-25,0.14
2010-03-25,0.13
2010-03-25,0.12
2010-03-25,0.11
2010-03-26,0.12
2010-03-26,0.13
2010-03-26,0.14
2010-03-26,0.12
2010-03-26,0.11
2010-03-27,0.12
2010-03-27,0.11
2010-03-28,0.12
2010-03-28,0.13
2010-03-28,0.12
2010-03-28,0.11
2010-03-28,0.12
2010-03-28,0.1
2010-03-28,0.09
2010-03-28,0.07
2010-03-28,0.05
2010-03-29,0.04
2010-03-29,0.03
2010-03-29,0.05
2010-03-29,0.01
2010-03-29,0.05
2010-03-29,0.03
2010-03-29,0.01
2010-03-29,0.02
2010-03-29,0.04
2010-03-29,0.02
2010-03-29,0.01
2010-03-29,0.03
2010-03-30,0.04
2010-03-31,0.05
2010-03-31,0.04
2010-03-31,0.03
2010-03-31,0.04
2010-03-31,0.05
2010-04-01,0.06
2010-04-01,0.05
2010-04-01,0.06
2010-04-02,0.05
2010-04-02,0.04
2010-04-02,0.03
2010-04-02,0.04
2010-04-03,0.05
2010-04-03,0.06
2010-04-03,0.07
2010-04-03,0.06
2010-04-03,0.05
2010-04-03,0.06
2010-04-03,0.05
2010-04-04,0.04
2010-04-04,0.02
2010-04-04,0.04
2010-04-04,0.03
2010-04-05,0.04
2010-04-05,0.03
2010-04-05,0.02
2010-04-05,0.04
2010-04-05,0.03
2010-04-05,0.02
2010-04-06,0.03
2010-04-06,0.04
2010-04-06,0.05
2010-04-06,0.04
2010-04-06,0.05
2010-04-06,0.06
2010-04-06,0.07
2010-04-06,0.06
2010-04-06,0.07
2010-04-06,0.06
2010-04-07,0.07
2010-04-07,0.08
2010-04-07,0.09
2010-04-07,0.07
2010-04-07,0.08
2010-04-07,0.09
2010-04-08,0.08
2010-04-08,0.09
2010-04-08,0.08
2010-04-08,0.07
2010-04-08,0.06
2010-04-08,0.07
2010-04-09,0.06
2010-04-09,0.07
2010-04-09,0.06
2010-04-09,0.07
2010-04-09,0.08
2010-04-09,0.07
2010-04-10,0.08
2010-04-10,0.09
2010-04-10,0.08
2010-04-10,0.09
2010-04-11,0.1
2010-04-11,0.09
2010-04-11,0.07
2010-04-11,0.06
2010-04-11,0.07
2010-04-11,0.06
2010-04-11,0.07
2010-04-11,0.08
2010-04-12,0.1
2010-04-12,0.11
2010-04-12,0.1
2010-04-12,0.11
2010-04-12,0.1
2010-04-12,0.09
2010-04-13,0.1
2010-04-13,0.11
2010-04-13,0.09
2010-04-13,0.1
2010-04-13,0.11
2010-04-13,0.12
2010-04-13,0.13
2010-04-13,0.14
2010-04-14,0.13
2010-04-14,0.14
2010-04-14,0.13
2010-04-14,0.14
2010-04-14,0.13
2010-04-14,0.14
2010-04-14,0.13
2010-04-15,0.14
2010-04-15,0.15
2010-04-15,0.14
2010-04-15,0.13
2010-04-15,0.12
2010-04-15,0.13
2010-04-15,0.12
2010-04-15,0.13
2010-04-15,0.12
2010-04-15,0.11
2010-04-16,0.12
2010-04-16,0.11
2010-04-16,0.12
2010-04-16,0.11
2010-04-16,0.12
2010-04-16,0.13
2010-04-16,0.12
2010-04-16,0.06
2010-04-16,0.07
2010-04-16,0.08
2010-04-16,0.13
2010-04-17,0.12
2010-04-17,0.13
2010-04-17,0.12
2010-04-17,0.14
2010-04-18,0.15
2010-04-18,0.14
2010-04-18,0.15
2010-04-18,0.16
2010-04-19,0.15
2010-04-19,0.16
2010-04-19,0.17
2010-04-19,0.16
2010-04-19,0.17
2010-04-19,0.18
2010-04-19,0.16
2010-04-19,0.15
2010-04-19,0.14
2010-04-19,0.15
2010-04-19,0.16
2010-04-19,0.15
2010-04-20,0.14
2010-04-20,0.12
2010-04-20,0.13
2010-04-20,0.12
2010-04-20,0.11
2010-04-20,0.12
2010-04-20,0.11
2010-04-21,0.12
2010-04-21,0.13
2010-04-21,0.14
2010-04-21,0.13
2010-04-21,0.15
2010-04-21,0.16
2010-04-22,0.17
2010-04-22,0.16
2010-04-22,0.15
2010-04-22,0.14
2010-04-22,0.13
2010-04-22,0.14
2010-04-22,0.15
2010-04-23,0.16
2010-04-23,0.17
2010-04-23,0.16
2010-04-23,0.15
2010-04-23,0.03
2010-04-23,0.04
2010-04-23,0.05
2010-04-23,0.07
2010-04-24,0.08
2010-04-24,0.07
2010-04-24,0.08
2010-04-25,0.07
2010-04-25,0.06
2010-04-25,0.05
2010-04-25,0.06
2010-04-25,0.08
2010-04-25,0.07
2010-04-26,0.06
2010-04-26,0.07
2010-04-27,0.08
2010-04-27,0.02
2010-04-27,0.01
2010-04-27,0.01
2010-04-27,0.02
2010-04-28,0.01
2010-04-28,0.02
2010-04-28,0.03
2010-04-28,0.04
2010-04-28,0.05
2010-04-28,0.03
2010-04-28,0.05
2010-04-28,0.04
2010-04-29,0.05
2010-04-29,0.06
2010-04-30,0.07
2010-04-30,0.06
2010-04-30,0.05
2010-04-30,0.06
2010-04-30,0.05
2010-04-30,0.06
2010-04-30,0.05
2010-04-30,0.03
2010-04-30,0.01
2010-05-01,0.02
2010-05-01,0.03
2010-05-01,0.04
2010-05-01,0.01
2010-05-01,0.02
2010-05-01,0.03
2010-05-02,0.02
2010-05-02,0.02
2010-05-02,0.03
2010-05-02,0.02
2010-05-02,0.03
2010-05-02,0.02
2010-05-02,0.03
2010-05-02,0.02
2010-05-02,0.04
2010-05-03,0.05
2010-05-03,0.04
2010-05-03,0.03
2010-05-03,0.02
2010-05-03,0.03
2010-05-04,0.02
2010-05-04,0.04
2010-05-04,0.01
2010-05-04,0.02
2010-05-04,0.03
2010-05-04,0.02
2010-05-04,0.03
2010-05-05,0.02
2010-05-05,0.01
2010-05-05,0.01
2010-05-05,0.02
2010-05-06,0.01
2010-05-06,0.02
2010-05-06,0.03
2010-05-06,0.02
2010-05-06,0.04
2010-05-06,0.05
2010-05-07,0.02
2010-05-07,0.01
2010-05-07,0.02
2010-05-07,0.01
2010-05-07,0.02
2010-05-07,0.03
2010-05-08,0.04
2010-05-08,0.05
2010-05-08,0.01
2010-05-08,0.01
2010-05-08,0.02
2010-05-08,0.01
2010-05-09,0.01
2010-05-09,0.02
2010-05-09,0.01
2010-05-10,0.01
2010-05-10,0.01
2010-05-11,0.01
2010-05-12,0.01
2010-05-13,0.01
2010-05-14,0.01
2010-05-21,0.01
2010-05-21,0.01
2010-05-22,0.01
2010-05-23,0.01
2010-05-23,0.02
2010-05-23,0.03
2010-05-24,0.02
2010-05-24,0.03
2010-05-24,0.02
2010-05-24,0.01
2010-05-24,0.02
2010-05-24,0.01
2010-05-24,0.02
2010-05-24,0.01
2010-05-25,0.01
2010-05-25,0.01
2010-05-25,0.02
2010-05-25,0.01
2010-05-25,0.02
2010-05-26,0.03
2010-05-26,0.02
2010-05-26,0.04
2010-05-26,0.01
2010-05-27,0.01
2010-05-27,0.02
2010-05-27,0.01
2010-05-27,0.02
2010-05-27,0.03
2010-05-28,0.02
2010-05-28,0.01
2010-05-28,0.02
2010-05-29,0.03
2010-05-29,0.04
2010-05-31,0.03
2010-05-31,0.01
2010-05-31,0.01
2010-05-31,0.02
2010-05-31,0.01
2010-06-01,0.02
2010-06-01,0.03
2010-06-01,0.04
2010-06-01,0.03
2010-06-01,0.05
2010-06-01,0.03
2010-06-01,0.02
2010-06-01,0.01
2010-06-02,0.01
2010-06-03,0.02
2010-06-03,0.03
2010-06-03,0.01
2010-06-03,0.02
2010-06-03,0.01
2010-06-03,0.02
2010-06-04,0.01
2010-06-04,0.02
2010-06-04,0.01
2010-06-04,0.02
2010-06-05,0.03
2010-06-05,0.02
2010-06-06,0.01
2010-06-06,0.02
2010-06-06,0.03
2010-06-07,0.04
2010-06-07,0.05
2010-06-07,0.04
2010-06-08,0.05
2010-06-08,0.04
2010-06-09,0.05
2010-06-09,0.03
2010-06-09,0.04
2010-06-09,0.02
2010-06-09,0.04
2010-06-09,0.03
2010-06-10,0.01
2010-06-10,0.01
2010-06-10,0.02
2010-06-11,0.03
2010-06-11,0.02
2010-06-12,0.03
2010-06-12,0.02
2010-06-12,0.04
2010-06-12,0.03
2010-06-12,0.02
2010-06-14,0.03
2010-06-15,0.01
2010-06-16,0.01
2010-06-16,0.01
2010-06-16,0.02
2010-06-16,0.01
2010-06-16,0.02
2010-06-16,0.01
2010-06-16,0.02
2010-06-17,0.01
2010-06-18,0.02
2010-06-19,0.03
2010-06-19,0.04
2010-06-20,0.05
2010-06-20,0.06
2010-06-20,0.07
2010-06-20,0.06
2010-06-21,0.05
2010-06-21,0.04
2010-06-21,0.05
2010-06-22,0.04
2010-06-22,0.05
2010-06-23,0.06
2010-06-23,0.07
2010-06-23,0.06
2010-06-23,0.05
2010-06-23,0.04
2010-06-23,0.05
2010-06-24,0.06
2010-06-24,0.05
2010-06-24,0.04
2010-06-24,0.05
2010-06-24,0.04
2010-06-24,0.03
2010-06-24,0.04
2010-06-25,0.03
2010-06-25,0.04
2010-06-25,0.03
2010-06-26,0.04
2010-06-26,0.03
2010-06-27,0.04
2010-06-27,0.03
2010-06-27,0.04
2010-06-28,0.03
2010-06-28,0.04
2010-06-28,0.03
2010-06-28,0.04
2010-06-29,0.03
2010-06-29,0.04
2010-06-29,0.05
2010-06-30,0.04
2010-06-30,0.05
2010-06-30,0.04
2010-06-30,0.05
2010-07-01,0.03
2010-07-01,0.04
2010-07-02,0.05
2010-07-02,0.04
2010-07-02,0.05
2010-07-03,0.06
2010-07-04,0.02
2010-07-05,0.03
2010-07-06,0.04
2010-07-06,0.05
2010-07-08,0.06
2010-07-09,0.05
2010-07-10,0.06
2010-07-10,0.08
2010-07-10,0.07
2010-07-11,0.06
2010-07-11,0.05
2010-07-11,0.06
2010-07-12,0.05
2010-07-12,0.04
2010-07-13,0.05
2010-07-13,0.06
2010-07-13,0.07
2010-07-13,0.06
2010-07-13,0.07
2010-07-14,0.06
2010-07-14,0.05
2010-07-14,0.04
2010-07-15,0.05
2010-07-15,0.04
2010-07-15,0.05
2010-07-16,0.04
2010-07-16,0.06
2010-07-16,0.05
2010-07-16,0.06
2010-07-17,0.05
2010-07-18,0.06
2010-07-18,0.05
2010-07-19,0.04
2010-07-19,0.05
2010-07-19,0.04
2010-07-19,0.03
2010-07-19,0.05
2010-07-20,0.06
2010-07-20,0.07
2010-07-20,0.08
2010-07-20,0.14
2010-07-20,0.15
2010-07-20,0.17
2010-07-20,0.18
2010-07-21,0.21
2010-07-21,0.24
2010-07-21,0.25
2010-07-21,0.23
2010-07-21,0.24
2010-07-21,0.25
2010-07-21,0.24
2010-07-21,0.25
2010-07-22,0.24
2010-07-22,0.26
2010-07-22,0.24
2010-07-22,0.23
2010-07-22,0.2
2010-07-22,0.19
2010-07-22,0.18
2010-07-23,0.2
2010-07-23,0.18
2010-07-23,0.19
2010-07-23,0.2
2010-07-24,0.21
2010-07-24,0.22
2010-07-24,0.2
2010-07-24,0.21
2010-07-24,0.2
2010-07-25,0.19
2010-07-25,0.18
2010-07-25,0.19
2010-07-25,0.18
2010-07-25,0.17
2010-07-25,0.19
2010-07-25,0.18
2010-07-25,0.19
2010-07-25,0.2
2010-07-26,0.19
2010-07-26,0.18
2010-07-27,0.17
2010-07-27,0.16
2010-07-27,0.15
2010-07-27,0.14
2010-07-28,0.13
2010-07-28,0.12
2010-07-28,0.11
2010-07-28,0.1
2010-07-28,0.11
2010-07-29,0.12
2010-07-29,0.13
2010-07-29,0.11
2010-07-29,0.1
2010-07-29,0.11
2010-07-29,0.1
2010-07-30,0.09
2010-07-30,0.1
2010-07-30,0.09
2010-07-31,0.08
2010-07-31,0.09
2010-07-31,0.1
2010-08-01,0.07
2010-08-01,0.08
2010-08-01,0.07
2010-08-01,0.08
2010-08-02,0.07
2010-08-02,0.08
2010-08-02,0.07
2010-08-02,0.08
2010-08-03,0.1
2010-08-04,0.11
2010-08-04,0.1
2010-08-04,0.09
2010-08-04,0.08
2010-08-04,0.09
2010-08-05,0.1
2010-08-05,0.09
2010-08-05,0.07
2010-08-05,0.08
2010-08-06,0.1
2010-08-06,0.08
2010-08-06,0.09
2010-08-06,0.08
2010-08-07,0.1
2010-08-07,0.08
2010-08-07,0.09
2010-08-08,0.08
2010-08-09,0.1
2010-08-09,0.11
2010-08-09,0.12
2010-08-09,0.13
2010-08-09,0.11
2010-08-09,0.12
2010-08-10,0.11
2010-08-10,0.1
2010-08-12,0.11
2010-08-12,0.1
2010-08-12,0.11
2010-08-13,0.09
2010-08-13,0.1
2010-08-13,0.09
2010-08-13,0.08
2010-08-14,0.1
2010-08-14,0.08
2010-08-15,0.1
2010-08-15,0.09
2010-08-16,0.1
2010-08-16,0.09
2010-08-16,0.1
2010-08-16,0.09
2010-08-17,0.11
2010-08-17,0.1
2010-08-17,0.09
2010-08-17,0.1
2010-08-17,0.09
2010-08-17,0.08
2010-08-18,0.07
2010-08-18,0.06
2010-08-18,0.05
2010-08-18,0.06
2010-08-18,0.07
2010-08-18,0.09
2010-08-19,0.1
2010-08-20,0.09
2010-08-20,0.07
2010-08-21,0.06
2010-08-21,0.07
2010-08-23,0.08
2010-08-23,0.09
2010-08-24,0.1
2010-08-24,0.08
2010-08-24,0.07
2010-08-24,0.05
2010-08-24,0.04
2010-08-24,0.07
2010-08-24,0.09
2010-08-25,0.08
2010-08-25,0.07
2010-08-25,0.08
2010-08-25,0.09
2010-08-25,0.08
2010-08-26,0.09
2010-08-26,0.1
2010-08-26,0.11
2010-08-26,0.12
2010-08-26,0.14
2010-08-26,0.16
2010-08-26,0.14
2010-08-26,0.15
2010-08-26,0.14
2010-08-27,0.17
2010-08-27,0.16
2010-08-27,0.17
2010-08-27,0.18
2010-08-27,0.2
2010-08-28,0.19
2010-08-28,0.2
2010-08-29,0.19
2010-08-29,0.2
2010-08-29,0.19
2010-08-29,0.18
2010-08-30,0.16
2010-08-30,0.17
2010-08-30,0.16
2010-08-31,0.17
2010-08-31,0.16
2010-08-31,0.15
2010-08-31,0.14
2010-08-31,0.13
2010-09-01,0.12
2010-09-01,0.13
2010-09-01,0.12
2010-09-01,0.1
2010-09-02,0.09
2010-09-02,0.1
