date,value
2011-02-10,2478.99
2011-02-10,2469.99
2011-02-11,2399.99
2011-02-11,2390.5
2011-02-13,2398.99
2011-02-14,2394.99
2011-02-14,2393.99
2011-02-15,2373.99
2011-02-15,2363.99
2011-02-16,2394.99
2011-02-16,2393.97
2011-02-16,2362.97
2011-02-17,2299.99
2011-02-18,2362.47
2011-02-20,2359.99
2011-02-21,2339.99
2011-02-22,2239.99
2011-02-22,2229.0
2011-02-23,2219.0
2011-02-23,2209.0
2011-02-23,2199.0
2011-02-23,2189.0
2011-02-23,2179.0
2011-02-23,2229.0
2011-02-28,2257.47
2011-03-02,2249.98
2011-03-02,2205.0
2011-03-02,2204.95
2011-03-03,2204.9
2011-03-03,2183.97
2011-03-04,2182.99
2011-03-05,2152.47
2011-03-05,2182.99
2011-03-06,2182.95
2011-03-06,2182.99
2011-03-07,2172.99
2011-03-07,2142.99
2011-03-07,2122.99
2011-03-07,1999.99
2011-03-08,1989.99
2011-03-08,1949.99
2011-03-08,1899.99
2011-03-09,2049.99
2011-03-09,2049.98
2011-03-10,2199.98
2011-03-10,2199.97
2011-03-11,2185.0
2011-03-13,2199.98
2011-03-13,2185.0
2011-03-15,2199.99
2011-03-16,2277.0
2011-03-16,2299.99
2011-03-16,2699.88
2011-03-20,2369.0
2011-03-21,2365.98
2011-03-21,2000.0
2011-03-22,1999.99
2011-03-22,2299.99
2011-03-24,1999.97
2011-03-25,2299.99
2011-03-25,2200.0
2011-03-25,2299.99
2011-03-25,2199.99
2011-03-25,2194.99
2011-03-26,2089.95
2011-03-27,2049.0
2011-03-27,2194.99
2011-03-27,2189.99
2011-03-27,2099.99
2011-03-28,2089.99
2011-03-28,2089.97
2011-03-31,2299.99
2011-04-01,2404.99
2011-04-02,2220.0
2011-04-02,2199.99
2011-04-04,2195.99
2011-04-07,2060.0
2011-04-08,2054.97
2011-04-08,2054.95
2011-04-08,2010.0
2011-04-09,1999.99
2011-04-09,1999.97
2011-04-11,1979.99
2011-04-11,1971.99
2011-04-12,1971.98
2011-04-13,1970.0
2011-04-13,1961.95
2011-04-13,1961.9
2011-04-14,1949.99
2011-04-14,1949.98
2011-04-14,1929.98
2011-04-15,1929.97
2011-04-15,1920.0
2011-04-15,1919.99
2011-04-15,1919.98
2011-04-16,1919.69
2011-04-16,1919.57
2011-04-16,1799.99
2011-04-16,1788.0
2011-04-17,1919.2
2011-04-17,1899.99
2011-04-18,1849.99
2011-04-19,1846.99
2011-04-19,1845.99
2011-04-19,1839.99
2011-04-19,1826.99
2011-04-20,1826.95
2011-04-20,1826.94
2011-04-20,1819.99
2011-04-20,1815.0
2011-04-21,1789.99
2011-04-22,1899.99
2011-04-23,1897.99
2011-04-24,1897.0
2011-04-25,1896.0
2011-04-26,1889.99
2011-04-26,1896.0
2011-04-28,1890.0
2011-04-28,1892.2
2011-04-28,1699.97
2011-04-29,1890.0
2011-04-29,1894.1
2011-05-01,1896.0
2011-05-01,1895.99
2011-05-01,1894.09
2011-05-01,1892.14
2011-05-02,1891.97
2011-05-02,1890.07
2011-05-02,1889.97
2011-05-02,1888.0
2011-05-02,1749.99
2011-05-03,1850.0
2011-05-03,1880.0
2011-05-03,1774.47
2011-05-04,1773.47
2011-05-09,1750.47
2011-05-10,1650.0
2011-05-12,1645.0
2011-05-12,1650.0
2011-05-12,1399.97
2011-05-12,1650.0
2011-05-13,1600.0
2011-05-13,1399.97
2011-05-13,1379.97
2011-05-14,1600.0
2011-05-14,1799.0
2011-05-14,1800.0
2011-05-16,1799.97
2011-05-16,1799.95
2011-05-18,1725.0
2011-05-20,1699.99
2011-05-20,1699.97
2011-05-22,1649.99
2011-05-25,1649.98
2011-05-25,1649.96
2011-05-25,1620.0
2011-05-25,1649.96
2011-05-25,1649.92
2011-05-26,1620.0
2011-05-26,1649.9
2011-05-26,1649.88
2011-05-26,1620.0
2011-05-26,1649.85
2011-05-26,1649.83
2011-05-26,1620.0
2011-05-26,1649.83
2011-05-26,1620.0
2011-05-26,1649.81
2011-05-26,1620.0
2011-05-26,1649.81
2011-05-27,1620.0
2011-05-27,1649.81
2011-05-27,1620.0
2011-05-27,1649.81
2011-05-27,1620.0
2011-05-28,1620.01
2011-05-28,1620.0
2011-05-28,1649.75
2011-05-28,1620.0
2011-05-28,1649.75
2011-05-28,1620.0
2011-05-28,1649.75
2011-05-28,1620.0
2011-05-28,1599.99
2011-05-29,1599.98
2011-05-31,1499.99
2011-05-31,1474.99
2011-06-01,1475.0
2011-06-01,1450.0
2011-06-01,1400.0
2011-06-02,1375.0
2011-06-03,1599.99
2011-06-05,1599.79
2011-06-05,1599.93
2011-06-05,1599.73
2011-06-05,1599.93
2011-06-05,1599.65
2011-06-05,1599.43
2011-06-05,1599.33
2011-06-05,1599.99
2011-06-06,1375.0
2011-06-07,1350.0
2011-06-07,1154.97
2011-06-08,1350.0
2011-06-08,1529.99
2011-06-08,1598.81
2011-06-09,1598.87
2011-06-09,1598.85
2011-06-09,1598.59
2011-06-09,1598.51
2011-06-09,1598.31
2011-06-09,1598.97
2011-06-09,1598.98
2011-06-09,1598.97
2011-06-09,1598.71
2011-06-09,1598.97
2011-06-09,1598.83
2011-06-09,1598.93
2011-06-09,1598.91
2011-06-09,1598.79
2011-06-09,1500.0
2011-06-10,1500.01
2011-06-10,1500.0
2011-06-10,1350.0
2011-06-11,1500.0
2011-06-13,1325.0
2011-06-13,1475.0
2011-06-17,1449.99
2011-06-19,1475.0
2011-06-19,1399.99
2011-06-23,1299.99
2011-06-27,1298.95
2011-06-27,1250.0
2011-06-28,1199.99
2011-06-29,1299.99
2011-06-30,1154.97
2011-07-01,1299.99
2011-07-01,1399.95
2011-07-03,1475.0
2011-07-06,1470.14
2011-07-06,1462.54
2011-07-06,1458.74
2011-07-06,1475.0
2011-07-06,1449.98
2011-07-07,1440.78
2011-07-07,1437.1
2011-07-07,1422.37
2011-07-07,1416.84
2011-07-07,1449.98
2011-07-08,1435.26
2011-07-08,1416.84
2011-07-08,1409.48
2011-07-08,1439.93
2011-07-08,1430.95
2011-07-08,1421.88
2011-07-08,1403.75
2011-07-08,1400.0
2011-07-09,1389.95
2011-07-09,1389.94
2011-07-09,1379.95
2011-07-10,1448.17
2011-07-10,1399.95
2011-07-12,1349.99
2011-07-13,1399.95
2011-07-14,1400.0
2011-07-14,1399.95
2011-07-15,1154.97
2011-07-15,1102.47
2011-07-15,1475.0
2011-07-16,1449.95
2011-07-17,1442.65
2011-07-17,1433.99
2011-07-17,1425.33
2011-07-17,1416.66
2011-07-17,1413.2
2011-07-17,1401.07
2011-07-17,1400.0
2011-07-19,1449.95
2011-07-20,1445.08
2011-07-20,1449.95
2011-07-20,1399.99
2011-07-27,1349.99
2011-08-02,1299.99
2011-08-02,1269.99
2011-08-05,1268.99
2011-08-06,1200.0
2011-08-06,1268.99
2011-08-09,1249.99
2011-08-10,1199.99
2011-08-14,1099.69
2011-08-17,999.99
2011-08-19,969.99
2011-08-26,899.99
2011-08-29,1299.95
2011-08-30,1249.99
2011-09-01,1219.99
2011-09-01,1249.99
2011-09-01,1219.99
2011-09-02,1215.99
2011-09-06,1249.99
2011-09-07,1219.99
2011-09-08,1149.99
2011-09-08,1249.99
2011-09-09,1597.99
2011-09-10,2050.0
2011-09-11,1449.99
2011-09-13,1429.95
2011-09-13,1424.07
2011-09-14,1399.95
2011-09-14,1394.07
2011-09-14,1349.95
2011-09-14,1344.07
2011-09-15,1300.0
2011-09-16,1299.0
2011-09-16,1293.12
2011-09-16,1289.99
2011-09-16,1200.0
2011-09-17,1199.0
2011-09-18,1098.99
2011-09-18,1089.0
2011-09-19,1049.0
2011-09-21,1098.99
2011-09-21,1097.99
2011-09-22,1000.0
2011-09-22,900.0
2011-09-22,990.0
2011-09-23,950.0
2011-09-23,859.99
2011-09-25,850.0
2011-09-26,859.99
2011-09-26,850.0
2011-09-27,859.99
2011-09-28,849.99
2011-09-28,859.99
2011-09-30,850.0
2011-10-03,819.99
2011-10-05,800.0
2011-10-05,819.99
2011-10-06,800.0
2011-10-06,819.99
2011-10-06,800.0
2011-10-07,819.99
2011-10-07,800.0
2011-10-08,819.99
2011-10-08,800.0
2011-10-09,819.99
2011-10-09,800.0
2011-10-11,819.99
2011-10-11,800.0
2011-10-11,819.99
2011-10-12,889.99
2011-10-13,819.99
2011-10-14,889.99
2011-10-16,949.0
2011-10-16,998.99
2011-10-16,1038.99
2011-10-17,1248.99
2011-10-17,1029.0
2011-10-17,1028.99
2011-10-18,889.99
2011-10-18,819.99
2011-10-19,889.99
2011-10-20,1028.99
2011-10-20,998.99
2011-10-21,974.99
2011-10-22,998.99
2011-10-23,1199.0
2011-10-23,998.99
2011-10-24,999.0
2011-10-24,998.99
2011-10-27,999.0
2011-10-27,998.99
2011-10-29,1149.99
2011-10-29,1099.99
2011-11-01,1098.99
2011-11-01,1049.99
2011-11-02,999.99
2011-11-09,1039.99
2011-11-14,1100.05
2011-11-14,1039.99
2011-11-15,1099.99
2011-11-15,1039.99
2011-11-16,1069.99
2011-11-16,1099.99
2011-11-16,999.99
2011-11-18,1099.99
2011-11-21,1089.99
2011-11-22,997.47
2011-11-22,986.97
2011-11-24,1089.99
2011-11-25,997.47
2011-11-26,1089.99
2011-11-27,1029.99
2011-11-27,1024.99
2011-11-28,1029.99
2011-11-28,1089.99
2011-11-28,1124.0
2011-11-29,1109.99
2011-11-30,1099.99
2011-12-01,1089.99
2011-12-02,1079.99
2011-12-02,1049.0
2011-12-02,1047.99
2011-12-02,1049.0
2011-12-03,849.99
2011-12-03,1035.0
2011-12-03,1029.99
2011-12-05,1035.0
2011-12-06,1049.0
2011-12-06,1048.99
2011-12-06,1039.99
2011-12-06,1038.0
2011-12-07,1029.99
2011-12-07,1026.0
2011-12-08,1019.99
2011-12-08,1016.99
2011-12-09,1009.99
2011-12-09,999.99
2011-12-09,999.5
2011-12-10,989.99
2011-12-12,965.57
2011-12-12,919.99
2011-12-13,1049.0
2011-12-13,997.47
2011-12-13,1049.0
2011-12-13,939.99
2011-12-14,1035.67
2011-12-15,1028.97
2011-12-17,1018.47
2011-12-19,1010.0
2011-12-22,1015.99
2011-12-22,1010.0
2011-12-23,1015.99
2011-12-24,999.99
2011-12-29,994.99
2011-12-30,900.0
2011-12-30,897.99
2011-12-31,850.0
2011-12-31,845.99
2012-01-01,850.0
2012-01-01,900.0
2012-01-04,850.0
2012-01-08,979.0
2012-01-10,1049.0
2012-01-11,979.0
2012-01-12,939.99
2012-01-12,968.99
2012-01-13,939.99
2012-01-14,988.95
2012-01-18,939.99
2012-01-23,934.47
2012-01-24,923.97
2012-01-25,913.47
2012-01-27,919.99
2012-01-27,913.47
2012-01-27,881.97
2012-01-28,892.47
2012-01-28,881.97
2012-01-29,839.97
2012-01-31,829.47
2012-01-31,818.97
2012-01-31,829.47
2012-01-31,829.0
2012-02-01,838.0
2012-02-03,799.97
2012-02-04,789.99
2012-02-05,788.0
2012-02-06,789.99
2012-02-11,881.96
2012-02-12,899.0
2012-02-13,912.97
2012-02-14,965.57
2012-02-15,799.0
2012-02-17,965.57
2012-02-20,799.0
2012-02-20,965.57
2012-02-22,898.77
2012-02-22,965.57
2012-02-23,799.0
2012-02-24,799.97
2012-02-26,838.0
2012-02-28,799.97
2012-02-28,838.0
2012-02-28,834.57
2012-02-29,838.0
2012-02-29,799.97
2012-03-01,838.0
2012-03-01,749.99
2012-03-02,838.0
2012-03-05,700.0
2012-03-06,896.37
2012-03-07,799.97
2012-03-08,896.37
2012-03-08,799.97
2012-03-09,879.77
2012-03-10,899.99
2012-03-12,900.97
2012-03-14,879.77
2012-03-14,874.0
2012-03-14,799.97
2012-03-16,874.0
2012-03-18,879.77
2012-03-18,874.0
2012-03-18,879.77
2012-03-20,869.17
2012-03-27,800.0
2012-03-28,799.97
2012-03-29,800.0
2012-03-29,799.97
2012-04-01,799.95
2012-04-02,799.97
2012-04-03,847.97
2012-04-03,839.97
2012-04-03,850.47
2012-04-04,858.88
2012-04-04,799.97
2012-04-05,858.88
2012-04-05,965.57
2012-04-07,949.95
2012-04-10,965.57
2012-04-11,949.99
2012-04-12,929.99
2012-04-12,899.99
2012-04-12,889.99
2012-04-13,859.99
2012-04-13,799.99
2012-04-13,925.0
2012-04-14,919.99
2012-04-18,918.0
2012-04-18,839.97
2012-04-19,834.99
2012-04-21,918.0
2012-04-23,899.95
2012-04-24,799.97
2012-04-25,899.95
2012-04-26,918.0
2012-04-29,899.0
2012-05-01,839.97
2012-05-01,899.0
2012-05-08,849.99
2012-05-08,899.0
2012-05-11,799.97
2012-05-16,779.97
2012-05-17,849.0
2012-05-18,839.97
2012-05-20,834.99
2012-05-22,827.0
2012-05-22,815.0
2012-05-23,799.0
2012-05-26,796.0
2012-05-28,789.0
2012-05-30,788.99
2012-06-01,779.97
2012-06-02,788.99
2012-06-03,782.77
2012-06-05,772.47
2012-06-08,759.97
2012-06-09,772.47
2012-06-10,782.77
2012-06-10,772.47
2012-06-12,769.99
2012-06-14,772.47
2012-06-18,782.77
2012-06-19,793.07
2012-06-21,803.37
2012-06-21,759.97
2012-06-23,827.0
2012-06-26,875.47
2012-06-28,875.0
2012-06-28,865.17
2012-06-29,865.18
2012-06-30,885.77
2012-07-05,896.07
2012-07-06,885.77
2012-07-06,896.07
2012-07-07,885.77
2012-07-07,896.07
2012-07-07,899.0
2012-07-10,885.0
2012-07-14,850.0
2012-07-15,839.0
2012-07-17,799.95
2012-07-18,839.0
2012-07-20,824.99
2012-07-21,824.0
2012-07-23,799.95
2012-07-23,788.99
2012-07-24,788.0
2012-07-26,774.99
2012-07-29,788.0
2012-07-30,774.99
2012-08-03,768.0
2012-08-09,915.95
2012-08-09,915.0
2012-08-16,779.97
2012-08-16,915.0
2012-08-20,899.99
2012-08-22,915.95
2012-08-28,902.97
2012-08-29,915.95
2012-09-05,899.99
2012-09-18,899.98
2012-09-18,800.0
2012-09-19,799.99
2012-10-01,800.0
2012-10-01,799.99
2012-10-02,775.0
2012-10-20,774.99
2012-10-26,799.99
2012-11-06,749.0
2012-11-07,748.0
2012-11-15,775.0
2012-11-16,770.0
2012-11-17,775.0
2012-12-02,998.0
2012-12-06,779.99
2012-12-06,998.0
2012-12-06,779.99
2012-12-06,998.0
2012-12-07,995.95
2012-12-20,779.99
2012-12-20,995.95
2012-12-21,940.0
2012-12-21,995.95
2012-12-23,949.0
2012-12-25,995.95
2012-12-30,942.0
2013-01-03,779.99
2013-01-03,942.0
2013-01-06,922.0
2013-01-07,995.95
2013-01-10,949.0
2013-01-16,925.0
2013-01-16,949.0
2013-01-17,775.0
2013-01-18,949.0
2013-01-20,945.0
2013-01-21,939.99
2013-01-21,939.69
2013-01-22,949.0
2013-01-22,924.0
2013-01-25,922.0
2013-01-27,920.0
2013-01-28,914.0
2013-01-29,909.0
2013-01-30,899.0
2013-02-02,894.0
2013-02-03,889.0
2013-02-05,884.0
2013-02-05,879.0
2013-02-08,874.0
2013-02-10,869.0
2013-02-11,854.0
2013-02-12,849.0
2013-02-12,844.0
2013-02-14,839.0
2013-02-15,834.0
2013-02-15,824.0
2013-02-15,814.0
2013-02-17,804.0
2013-02-17,799.0
2013-02-19,789.0
2013-02-24,779.0
2013-02-28,769.0
2013-03-01,754.0
2013-03-03,744.0
2013-03-05,724.0
2013-03-10,714.0
2013-03-23,699.0
2013-04-02,839.99
2013-04-12,939.99
2013-04-19,952.95
2013-04-26,939.99
2013-04-26,924.99
2013-04-30,919.99
2013-05-02,919.0
2013-05-02,879.99
2013-05-15,869.99
2013-05-16,859.99
2013-05-21,849.99
2013-05-24,839.99
2013-05-25,799.99
2013-05-26,839.99
2013-05-27,834.99
2013-06-01,825.99
2013-06-02,824.99
2013-06-02,819.99
2013-06-03,800.99
2013-06-03,800.0
2013-06-03,799.95
2013-06-04,834.99
2013-06-05,819.99
2013-06-06,814.99
2013-06-07,800.0
2013-06-09,794.99
2013-06-11,789.99
2013-06-12,794.99
2013-06-12,789.99
2013-06-12,785.99
2013-06-14,779.99
2013-06-15,774.99
2013-06-16,769.99
2013-06-17,774.99
2013-06-18,769.99
2013-07-01,759.99
2013-07-02,740.92
2013-07-05,749.99
2013-07-05,709.99
2013-07-06,699.99
2013-07-06,669.99
2013-07-07,649.99
2013-07-07,745.92
2013-07-10,744.99
2013-07-13,745.92
2013-07-16,734.99
2013-07-16,739.99
2013-07-22,745.92
2013-08-05,745.0
2013-08-17,745.92
2013-08-25,699.99
2013-08-26,745.92
2013-08-28,769.99
2013-08-29,696.0
2013-08-30,649.0
2013-09-02,629.99
2013-09-03,798.99
2013-09-04,745.92
2013-09-05,699.99
2013-09-05,745.92
2013-09-11,831.99
2013-09-17,829.0
2013-09-18,831.99
2013-09-22,879.99
2013-09-26,831.99
2013-09-28,879.99
2013-10-01,869.99
2013-10-01,879.99
2013-10-07,849.99
2013-10-18,629.99
2013-10-24,849.99
2013-10-26,829.0
2013-10-29,849.99
2013-11-20,799.99
2013-11-21,735.0
2013-11-22,799.99
2013-11-24,899.99
2013-11-24,799.99
2013-11-24,899.99
2013-11-28,829.0
2013-11-29,899.99
2013-11-30,879.99
2013-11-30,899.99
2013-12-02,952.95
2013-12-09,2099.0
2013-12-19,985.99
2013-12-20,2099.0
2013-12-20,1712.0
2013-12-20,985.99
2013-12-22,2099.0
2013-12-28,1199.0
2013-12-28,985.99
2014-01-03,2099.0
2014-01-04,1199.0
2014-01-09,828.0
2014-01-14,1068.0
2014-01-15,879.99
2014-01-15,1068.0
2014-01-16,1199.0
2014-01-23,985.99
2014-01-24,950.99
2014-01-31,2099.0
2014-02-12,1263.74
2014-02-12,2099.0
2014-02-27,1149.99
2014-03-01,1431.99
2014-03-11,1199.99
2014-03-19,1431.99
2014-03-26,1350.0
2014-04-08,1431.99
2014-04-18,1199.99
2014-04-23,1431.99
